"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"strap",808.549999999997,635.300000000002,3.7,91.9999999999999,9,153,104,"voiceless","old"
"piece",745.570000000002,666.800000000001,5.47,2083,27.9999999999999,3078,26,"voiceless","old"
"cock",829.829999999998,719.600000000002,3.87,115.999999999999,31.0000000000001,128,122,"voiceless","old"
"pound",666.319999999996,643.299999999997,4.7,770,6.99999999999998,4691,160,"voiceless","old"
"fringe",863.460000000002,679.600000000002,3.53,242.000000000001,3,298,67,"voiceless","old"
"coop",885.189999999997,674.6,2.63,4,3,9,0,"voiceless","old"
"school",747.600000000002,662.900000000003,6.07,6984.99999999998,28.9999999999999,9198,23,"voiceless","old"
"straw",699.17,674.5,4.03,398.000000000001,5.99999999999997,441,0,"voiceless","old"
"mash",786.37,627.799999999998,2.97,55,4,30,83,"voiced","old"
"nerve",871.500000000004,671.899999999997,4.9,258.000000000001,16,325,11,"voiced","old"
"fraud",827.520000000001,693.599999999999,3.83,121,5.99999999999997,130,0,"voiceless","old"
"torch",794.669999999995,707.899999999997,3.37,164,5.99999999999997,216,0,"voiceless","old"
"yawl",908.480000000004,687,1.43,6.99999999999998,2,6,0,"voiced","old"
"mask",668.500000000001,600.799999999997,3.67,254.000000000001,10,354,94,"voiced","old"
"fern",854.830000000002,676.499999999998,2.57,42.9999999999999,4,90,0,"voiceless","old"
"glass",692.63,646.3,5.6,2247,23,2595,0,"voiced","old"
"brake",672.869999999997,640.899999999999,4.8,81.9999999999997,6.99999999999998,143,58,"voiced","old"
"hose",753.449999999998,631.700000000003,3,67.0000000000003,8.00000000000003,72,13,"voiceless","old"
"hood",714.67,604.600000000001,4.07,81.9999999999997,30.0000000000001,106,11,"voiceless","old"
"chain",814.530000000003,646.200000000001,4.17,585.999999999999,14,869,106,"voiceless","old"
"dose",782.299999999996,647.399999999997,3.9,120.000000000001,5,192,16,"voiced","old"
"mass",785.600000000003,601.799999999997,4.81,1902.00000000001,11,1975,66,"voiced","old"
"knee",666.97,628.600000000002,4.6,527.999999999999,12,1487,2,"voiced","old"
"clamp",759.170000000002,640.899999999999,3.31,32.0000000000001,4,29,79,"voiceless","old"
"duel",741.689999999999,620.6,3.43,62.9999999999998,5,66,24,"voiced","old"
"brace",744.199999999999,642.600000000001,3.1,57,6.99999999999998,32,106,"voiced","old"
"champ",698.929999999998,647.299999999997,3.47,3,3,3,6,"voiceless","old"
"mast",752.590000000003,607.400000000001,2.3,47.0000000000001,10,60,0,"voiced","old"
"hoof",754.970000000003,641.499999999999,2.33,41.0000000000001,2,137,0,"voiceless","old"
"hump",872.899999999996,640.300000000002,3.33,63.9999999999999,5,66,71,"voiceless","old"
"snag",746,662.999999999998,3.13,47.9999999999999,3,71,15,"voiceless","old"
"chair",671.200000000002,652.500000000001,5.67,1877,17.0000000000001,2441,71,"voiceless","old"
"rod",745.130000000003,645.900000000002,2.97,504,6.99999999999998,664,0,"voiced","old"
"brawn",1103.92,702.600000000003,2.5,11,4,10,0,"voiced","old"
"roe",951.519999999997,679.100000000003,2.07,25,3,29,0,"voiced","old"
"orb",961.829999999995,684.799999999998,1.77,9,2,15,0,"voiced","old"
"hook",748.930000000001,593.899999999997,3.93,552.000000000003,17.9999999999999,670,299,"voiceless","old"
"shoe",788.829999999999,653.2,5.7,254.000000000001,17.0000000000001,1417,20,"voiceless","old"
"berth",791.480000000001,699.999999999997,2.03,69,4,81,5,"voiced","old"
"doom",816.370000000003,689.700000000003,3.38,97.9999999999998,4,95,189,"voiced","old"
"ore",914.730000000002,652.699999999999,2.53,56,3,84,0,"voiced","old"
"dock",689.000000000001,625.599999999999,3.2,204.000000000001,9,297,50,"voiced","old"
"dime",793.969999999999,628.400000000002,5.47,67.0000000000003,2,82,0,"voiced","old"
"brass",699.200000000003,651.899999999998,3.33,340.000000000001,6.99999999999998,347,0,"voiced","old"
"hoop",789.569999999999,657.4,3.5,27.9999999999999,3,55,5,"voiceless","old"
"serf",921.719999999999,724.3,2.23,6.99999999999998,3,23,0,"voiceless","old"
"lye",787.849999999996,633.8,2.63,17.9999999999999,2,17,0,"voiced","old"
"gene",847.300000000001,729.5,4.03,114.000000000001,2,340,0,"voiced","old"
"filth",873.92,695.199999999998,3.3,101,5,100,0,"voiceless","old"
"vase",778.449999999997,696.799999999998,3.13,72.0000000000003,2,127,0,"voiced","old"
"door",660.530000000002,594.300000000003,6.07,5891.99999999999,28.9999999999999,6924,0,"voiced","old"
"host",709.640000000002,610.7,4.3,369.000000000001,5,480,14,"voiceless","old"
"rake",715.480000000004,666.399999999998,3,52.9999999999999,10,33,102,"voiced","old"
"lug",786.400000000003,642.9,3.3,14,12,2,45,"voiced","old"
"lid",648.689999999998,624.699999999997,4.27,247.000000000001,5,331,0,"voiced","old"
"rash",700.63,611.2,3.1,184.999999999999,5.99999999999997,144,0,"voiced","old"
"rage",691.249999999997,621.500000000002,3.47,534.999999999996,8.00000000000003,535,238,"voiced","old"
"race",699.229999999999,612.000000000002,4.77,1383,31.0000000000001,1564,389,"voiced","old"
"lee",835.860000000001,654.199999999998,3,309.000000000001,8.00000000000003,308,0,"voiced","old"
"lad",730.370000000002,636.599999999998,3,187.000000000001,3,356,0,"voiced","old"
"shop",720.300000000002,631.3,5.43,1526,27.9999999999999,2281,146,"voiceless","old"
"thong",848.959999999996,692.399999999997,3.13,12,2,24,0,"voiceless","old"
"point",694.659999999997,616.8,5.47,7223.00000000002,33.9999999999999,7785,2360,"voiceless","old"
"leg",630.589999999997,612.499999999999,5.47,1138,24.0000000000001,3140,10,"voiced","old"
"dial",782.229999999997,610.3,5.07,76.9999999999997,5,79,144,"voiced","old"
"guild",846.670000000003,714.099999999997,2.17,110,3,138,0,"voiced","old"
"shot",786.470000000002,615.099999999998,5,1539,20,1081,0,"voiceless","old"
"launch",797.809999999998,651.6,3.2,290.999999999999,4,174,702,"voiced","old"
"guile",1040.4,741.099999999997,1.9,27,10,26,0,"voiced","old"
"rack",784.93,692,4.3,152.000000000001,11,188,65,"voiced","old"
"rasp",848.570000000003,670.899999999999,2.2,10,4,10,20,"voiced","old"
"foe",744.310000000001,640.000000000002,2.93,250.000000000001,2,259,0,"voiceless","old"
"thorn",679.550000000003,675.999999999997,3.6,90.0000000000005,6.99999999999998,151,0,"voiceless","old"
"mood",745.770000000001,638.800000000002,5.23,820.000000000001,5,932,0,"voiced","old"
"fog",758.449999999999,658.800000000003,3.72,168.999999999999,13,177,2,"voiceless","old"
"lip",687.900000000001,622.9,4.93,305,8.00000000000003,1401,0,"voiced","old"
"wrack",1181.11,721.700000000002,1.93,5.99999999999997,2,5,0,"voiced","old"
"lap",670.600000000001,608.800000000002,4.2,334,9,353,70,"voiced","old"
"tweed",766.389999999997,666.299999999999,2.48,89,3,92,0,"voiceless","old"
"sauce",715.970000000001,662.200000000003,4.87,273,9,320,1,"voiceless","old"
"snail",854.330000000001,725.600000000002,3.3,47.0000000000001,2,80,0,"voiceless","old"
"draught",782.869999999999,699.800000000002,3.13,129,8.00000000000003,164,0,"voiced","old"
"moon",824.28,623.200000000001,4.57,951.999999999995,17.0000000000001,1058,0,"voiced","old"
"law",712.329999999996,582.1,4.9,2983.99999999999,22.0000000000001,4021,0,"voiced","old"
"mime",994.1,711.799999999999,2.43,50.0000000000002,9,50,34,"voiced","old"
"guilt",761.899999999997,677.399999999999,4.57,654.000000000001,8.00000000000003,653,0,"voiced","old"
"moss",751.549999999996,670.499999999998,2.87,115,4,138,0,"voiced","old"
"grace",722.200000000002,662.299999999998,3.37,373.999999999999,17.9999999999999,401,19,"voiced","old"
"wage",792.719999999997,654.300000000004,3.43,443.999999999998,9,427,77,"voiced","old"
"fox",678.100000000003,616.300000000002,3.4,178.000000000001,15,277,7,"voiceless","old"
"perk",717.830000000002,614.299999999999,3.3,15,6.99999999999998,33,12,"voiceless","old"
"sphere",823.799999999999,728.000000000003,3.63,250.999999999999,5.99999999999997,365,0,"voiceless","old"
"wasp",775.000000000002,640.8,3.13,44,5.99999999999997,107,0,"voiced","old"
"shelf",716.299999999996,636.300000000002,4.44,247.000000000001,5,495,0,"voiceless","old"
"grass",794.300000000003,654.6,5,1484.00000000001,10,1629,8,"voiced","old"
"nose",783.519999999994,648.1,4.63,1307.99999999999,22.0000000000001,1454,27,"voiced","old"
"lens",778.070000000003,634.400000000001,4.23,115.999999999999,2,229,0,"voiced","old"
"food",722.28,643.7,6.48,4552.99999999999,5,5317,0,"voiceless","old"
"witch",774.470000000001,607.000000000001,3.37,280,10,566,0,"voiced","old"
"voice",694.899999999999,617.099999999999,5.13,4160,5.99999999999997,4823,65,"voiced","old"
"tent",666.279999999995,610.7,3.2,658.000000000002,4,785,0,"voiceless","old"
"squire",774.100000000002,719.8,2.57,63.9999999999999,4,84,6,"voiceless","old"
"lurch",836.170000000004,674.100000000004,2.43,40.0000000000001,5,36,126,"voiced","old"
"leash",692.93,625.900000000003,4.3,15,3,16,0,"voiced","old"
"fuel",698.310000000002,675.8,4.77,829.000000000004,4,1074,84,"voiceless","old"
"cramp",780.630000000001,697.6,4.1,49.0000000000002,3,59,39,"voiceless","old"
"spell",685.999999999997,747.600000000002,4.33,386,9,334,319,"voiceless","old"
"shell",693.720000000003,646.1,3.83,519.000000000001,14,831,71,"voiceless","old"
"noise",714.039999999999,669.099999999999,5.57,1143,8.00000000000003,1386,0,"voiced","old"
"jowl",789.040000000002,688.300000000001,1.67,11,3,29,0,"voiced","old"
"fowl",693.270000000004,690.900000000001,2.87,36.9999999999998,10,50,1,"voiceless","old"
"dirge",856.819999999996,700.799999999999,1.97,6.99999999999998,2,8,0,"voiced","old"
"roost",736.32,677.600000000004,2.33,38.0000000000002,5,15,34,"voiced","old"
"nook",896.04,679.500000000001,2.4,15,2,24,0,"voiced","old"
"fool",681.199999999998,692.100000000002,4.33,644.999999999998,14,746,155,"voiceless","old"
"swamp",841.760000000002,645.699999999999,3.21,85.0000000000003,4,134,74,"voiceless","old"
"paunch",896.129999999998,692.399999999997,1.67,30.0000000000001,4,30,0,"voiceless","old"
"noon",964.000000000004,683.9,5.87,290.999999999999,9,290,0,"voiced","old"
"quart",727.859999999998,700.600000000003,3.83,57,17.0000000000001,63,0,"voiceless","old"
"foot",660.7,648.200000000002,5.6,1798.00000000001,66.0000000000003,5857,60,"voiceless","old"
"fluke",783.039999999995,661.699999999998,3.37,47.0000000000001,3,49,0,"voiceless","old"
"tripe",962.150000000002,732.100000000002,1.8,17.9999999999999,2,17,0,"voiceless","old"
"cape",765.170000000002,680.699999999996,3.1,279.000000000001,2,292,0,"voiceless","old"
"prize",713.830000000001,601.799999999997,4.4,409.999999999999,11,469,129,"voiceless","old"
"calf",737.789999999999,694.8,3.13,187.000000000001,5.99999999999997,369,0,"voiceless","old"
"sub",982.520000000002,649.899999999998,4.67,14,52.9999999999999,21,16,"voiceless","old"
"cinch",830.319999999997,733.400000000003,3.24,10,3,9,0,"voiceless","old"
"sea",654.300000000004,666.299999999999,4.45,2873,56,3102,0,"voiceless","old"
"quince",985.639999999995,718.700000000002,1.67,5,2,8,0,"voiceless","old"
"drove",760.929999999998,695.500000000002,5.53,1139,3,36,0,"voiced","old"
"suit",740.280000000002,678.899999999999,4.67,1107,20,937,840,"voiceless","old"
"gown",807.559999999998,715.300000000002,3.55,166,5,218,5,"voiced","old"
"verb",759.310000000002,642.300000000002,3.87,42.9999999999999,17.0000000000001,58,0,"voiced","old"
"goon",1091.56,769.199999999997,2.45,5.99999999999997,2,10,0,"voiced","old"
"blood",735.83,620.499999999999,4.63,2537,50.0000000000002,2538,18,"voiced","old"
"smelt",854.89,677.9,2.63,129,3,5,22,"voiceless","old"
"bloke",926.519999999996,664.5,2.2,115.999999999999,2,154,0,"voiced","old"
"stair",759.130000000005,684.499999999997,4.97,51.0000000000002,9,66,0,"voiceless","old"
"slough",954.199999999994,750.500000000003,2.2,10,3,13,0,"voiceless","old"
"sum",783.479999999998,715.599999999997,3.8,568.999999999999,3,864,0,"voiceless","old"
"mob",696.229999999999,619.200000000002,3.27,191,4,239,11,"voiced","old"
"sun",768.690000000004,635.6,5.73,2689.99999999999,50.0000000000002,2728,19,"voiceless","old"
"soot",896.959999999997,741.199999999997,2.1,34.9999999999999,4,34,0,"voiceless","old"
"sup",983.119999999998,713.6,2.53,14,5,1,22,"voiceless","old"
"myth",862.829999999996,708,3.97,357,5.99999999999997,503,0,"voiced","old"
"flour",705.55,673.199999999999,3.83,462.999999999998,6.99999999999998,462,38,"voiceless","old"
"bloom",706.689999999999,669.600000000003,3.58,103,5.99999999999997,101,64,"voiced","old"
"print",668.139999999998,634.200000000002,5.03,466.000000000002,24.0000000000001,481,635,"voiceless","old"
"block",722.830000000002,659.299999999997,4.4,680.999999999999,20,976,425,"voiced","old"
"hound",770.870000000002,639.100000000003,3.23,42.0000000000001,10,129,36,"voiceless","old"
"sir",765.210000000004,691.3,4.67,1018,2,1017,0,"voiceless","old"
"sap",811.750000000004,688.2,2.93,47.9999999999999,9,40,31,"voiceless","old"
"scout",767.430000000002,703.599999999998,3.3,65.0000000000002,4,116,18,"voiceless","old"
"set",686.210000000001,665.700000000001,5.2,6688.00000000001,39.0000000000001,1866,5630,"voiceless","old"
"mom",717.800000000002,608.199999999997,6.2,99,2,100,0,"voiced","old"
"date",774.129999999999,635.300000000002,5.33,1073,14,1134,442,"voiced","old"
"realm",781.610000000004,638.199999999998,3,178.000000000001,2,205,0,"voiced","old"
"gab",909.439999999999,649.400000000003,2.73,3,2,2,0,"voiced","old"
"dale",1051.44,659.999999999999,2,36,3,65,0,"voiced","old"
"mop",652.170000000002,626.000000000001,3.63,75,4,49,102,"voiced","old"
"sex",713.429999999997,699,5.9,2217,33,2391,7,"voiceless","old"
"saw",846.229999999997,675.700000000001,5.53,6944.99999999997,17.0000000000001,26,62,"voiceless","old"
"pump",754.000000000003,633.600000000002,4.03,272.000000000001,6.99999999999998,336,312,"voiceless","old"
"lump",736.290000000003,631.3,3.63,233,6.99999999999998,329,49,"voiced","old"
"sax",906,650.5,2.9,5.99999999999997,2,5,0,"voiceless","old"
"night",787.28,727.500000000002,6.13,7671.99999999997,50.0000000000002,8308,0,"voiced","old"
"gig",987.310000000003,651.899999999998,3.33,11,3,14,0,"voiced","old"
"latch",752.610000000002,643.999999999998,3.23,47.0000000000001,4,34,34,"voiced","old"
"gag",814.169999999999,663.499999999999,3.27,34.9999999999999,3,35,54,"voiced","old"
"gum",802.450000000004,690.700000000002,5.59,93.0000000000004,11,154,28,"voiced","old"
"town",700.680000000003,628.400000000002,4.97,3328.99999999999,19,4005,0,"voiceless","old"
"tool",670.999999999999,641.099999999999,4.28,292,4,800,30,"voiceless","old"
"pool",684.400000000001,659.799999999999,4.23,621.000000000001,5.99999999999997,733,94,"voiceless","old"
"limb",704.430000000003,641.999999999999,3.88,137.999999999999,4,436,0,"voiced","old"
"hall",746.700000000003,648.3,5.33,2161.00000000001,10,2387,0,"voiceless","old"
"gun",724.070000000002,705.699999999997,4.87,1139,34.9999999999999,1771,0,"voiced","old"
"loom",791.13,640.300000000002,2.7,52.9999999999999,6.99999999999998,35,172,"voiced","old"
"gyp",959.890000000002,808.899999999995,1.84,3,3,2,0,"voiced","old"
"loon",968.729999999998,667.6,2.17,12,5,12,0,"voiced","old"
"lock",697.770000000002,598.500000000001,5.63,364,27,277,1104,"voiced","old"
"gel",1185.62,762.300000000001,3.9,6.99999999999998,3,13,8,"voiced","old"
"time",697.830000000003,637.099999999998,6.63,32093.9999999998,77.9999999999999,35351,86,"voiceless","old"
"shuck",1122.67,667.699999999998,2.23,5.99999999999997,3,5,7,"voiceless","old"
"lime",764.960000000005,634.699999999997,3.33,147.999999999999,13,159,12,"voiced","old"
"gin",798.82,742.6,3.6,269,4,279,7,"voiced","old"
"gem",769.75,651.699999999997,2.73,17.9999999999999,3,48,0,"voiced","old"
"gal",826.26,680.699999999996,3.23,17.9999999999999,2,27,0,"voiced","old"
"loop",698.070000000003,624.800000000002,4.27,108,5.99999999999997,149,60,"voiced","old"
"ash",784.859999999999,643.100000000002,3.93,651,10,775,0,"voiced","old"
"age",748.369999999999,606.399999999999,5.53,4438,156,5206,151,"voiced","old"
"ace",775.670000000002,607.800000000004,3.8,68.0000000000002,2,81,0,"voiced","old"
"loss",652.860000000003,657.199999999998,5.03,1402.00000000001,3,1751,0,"voiced","old"
"gut",796.519999999997,631.700000000003,4.2,108,8.00000000000003,81,61,"voiced","old"
"crepe",808.300000000001,737.000000000003,2.67,27,3,30,0,"voiceless","old"
"post",739.699999999999,615.699999999997,4.37,1260,45,1535,144,"voiceless","old"
"gap",734.540000000003,655.399999999997,4.67,612.000000000002,4,753,0,"voiced","old"
"loot",774.129999999999,648.200000000002,2.7,74,4,65,65,"voiced","old"
"halt",681.789999999999,621.799999999998,3.33,268.000000000001,3,216,221,"voiceless","old"
"whoop",837.590000000002,662.500000000002,3.03,9,3,16,66,"voiced","old"
"gas",864.970000000002,619.899999999997,5.13,1270,31.0000000000001,1383,48,"voiced","old"
"guy",772.109999999998,638.999999999997,6.4,466.000000000002,3,798,3,"voiced","old"
"tongue",702.969999999998,646.400000000003,4.67,603.000000000003,5.99999999999997,715,0,"voiceless","old"
"groove",777.589999999997,687.3,3.53,83.9999999999997,5,110,18,"voiced","old"
"spike",687.820000000003,722.299999999999,3.2,39.0000000000001,5,114,35,"voiceless","old"
"shoal",1011.11,669.099999999999,1.53,74,3,123,9,"voiceless","old"
"plaid",712.519999999997,715.9,3.3,50.0000000000002,2,57,0,"voiceless","old"
"pimp",800.519999999996,675.600000000003,4.6,32.0000000000001,3,54,4,"voiceless","old"
"bridge",789.280000000001,654.999999999999,4.7,1035,9,1185,63,"voiced","old"
"ass",781.459999999997,681.899999999995,5.93,173,4,192,0,"voiced","old"
"youth",722.429999999996,607.2,4.73,1160,5,1314,0,"voiced","old"
"spice",809.769999999999,670.499999999998,4.03,50.0000000000002,6.99999999999998,125,43,"voiceless","old"
"queue",1088.07,753.4,1.9,203,3,244,66,"voiceless","old"
"gay",736.790000000001,646.499999999999,5.37,240.999999999999,6.99999999999998,67,0,"voiced","old"
